"date","mkt_name","price","SAFEX","SAFEX_adj","year","month","date_num","mktyear","frapurchmt","frasalesmt","NETPURCH","BPP","SPP","LUSAKA","CHOMA","MCHINJI","mktshare","msleftpc","aprodpc","exportban","mznetimports","yearmon","travel_hours","distance_km","area_harvested","production","stock_begin","stock_end","supply","consumption","feed","FSI","cropyear","day1rain","maxdays","raincytot","tmean","gdd","heatday","mean_price","cv_price","purchase_quantity","annual_purchase","annual_sales","annual_import","month_share_buy","month_share_sale","mill_dist","count_miller","miller","weighted_fra_sales","frasales_miller","prod_percent","dev_share","long_run_share","pred_national_prod","pred_dev_prod","year_c","nation_avg","dev_price_square","logpurchase"
"2003-11-01","Chingola",666.7,676.150390625,692.35571766189,2003,11,526,2003,4797.3000005,4422.6,374.700012207031,148.154693603516,98.5964965820312,561.403503417969,451.845306396484,605.389099121094,15.5782270431519,19.4847316741943,120.80770111084,0,-99.4,"Nov 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.0383005444222938,0.0800246694454129,0,2,1,173.435294117647,4422.6,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",734.538020833333,4601.99707058376,0
"2003-12-01","Chingola",666.7,815.947631835938,836.234185957497,2003,12,527,2003,7278.250001,2579.35,4698.89990234375,180.971649169922,244.584350585938,550.843322753906,419.028350830078,576.585083007812,17.4170837402344,19.0603179931641,120.80770111084,0,-4710.262,"Dec 2003",6.68527777777778,411.405,630,1213,86,102,1302,1050,50,1000,"2002",27,40,845.7317407092,26.19874402185,203,10,724.55,196.579715498458,0,13002.25,21368.65,141314.725,0.0241633367143041,0.170687431294754,0,2,1,101.150980392157,2579.35,2.2628254490199,-0.00133208788796736,0.00692523368570355,2744807.26966114,-3656.32451872036,"2003",734.538020833333,4601.99707058376,0
"2004-01-01","Chingola",517.784916201117,941.813354492188,961.026862456265,2004,1,528,2003,1766.05,6979.15,-5213.10009765625,170.987823486328,265.430114746094,534.569885253906,429.012176513672,652.469482421875,20.2069149017334,18.4164199829102,120.80770111084,0,-5162.117,"Jan 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0111563570672315,0.188095457564663,0,2,1,273.692156862745,6979.15,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,326.516652319711,0
"2004-02-01","Chingola",517.784916201117,987.409912109375,1004.42999861807,2004,2,529,2003,361.65,2513.55,-2151.89990234375,14.9449462890625,-74.6993408203125,877.192993164062,585.055053710938,588.3828125,20.883861541748,18.2601795196533,120.80770111084,0,-7363.842,"Feb 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.00102618790908165,0.243890536556651,0,2,1,98.5705882352941,2513.55,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,326.516652319711,0
"2004-03-01","Chingola",564.8947858473,811.032287597656,821.142662912851,2004,3,530,2003,2.25,22833.65,-22831.400390625,179.874420166016,27.638671875,740.078369140625,420.125579833984,825.503356933594,21.0224857330322,18.2281856536865,120.80770111084,0,-6349.363,"Mar 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.000200906659808482,0.244740732616785,0,2,1,895.437254901961,22833.65,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,843.327283855022,0
"2004-04-01","Chingola",611.919925512104,847.642639160156,857.257128446243,2004,4,531,2003,0,225.25,-225.25,208.552642822266,160.329956054688,666.666687011719,391.447357177734,605.693115234375,21.0233478546143,18.2279853820801,120.80770111084,0,-5299.166,"Apr 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.000196985660459814,0.0241549095344685,0,2,1,8.83333333333333,225.25,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,5785.92036006277,0
"2004-05-01","Chingola",470.759776536313,774.674682617188,783.364943493544,2004,5,532,2004,0,1035.65,-1035.65002441406,411.520477294922,171.518188476562,596.4912109375,308.479522705078,594.399047851562,0,28.6312828063965,105.262786865234,0,-546.776,"May 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0,0.0400225850449162,0,2,1,40.6137254901961,1035.65,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,4237.34749650554,0
"2004-06-01","Chingola",376.540037243948,784.517272949219,792.633968523981,2004,6,533,2004,0,0,0,208.857330322266,241.693603515625,526.315795898438,511.142669677734,569.829162597656,0,28.6312828063965,105.262786865234,0,-1437.52,"Jun 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0212692827396094,0.00126235495194455,0,2,1,0,0,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,25381.1579407266,0
"2004-07-01","Chingola",423.64990689013,727.223571777344,733.302392038376,2004,7,534,2004,20760.15,0,20760.150390625,323.621826171875,233.136108398438,534.873291015625,396.378173828125,578.927185058594,0,28.6312828063965,105.262786865234,0,-2437.708,"Jul 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.190250408385449,6.75359899290332e-05,0,2,1,0,0,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,12589.9129005359,0
"2004-08-01","Chingola",423.64990689013,734.7734375,742.375478288967,2004,8,535,2004,22412.85,0,22412.849609375,259.473693847656,281.961395263672,486.048004150391,460.526306152344,610.701599121094,6.27183198928833,26.835578918457,105.262786865234,0,-5788.384,"Aug 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.357983052193224,0,0,2,1,0,0,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,12589.9129005359,0
"2004-09-01","Chingola",470.759776536313,717.226928710938,724.468968890716,2004,9,536,2004,17750.8,755,16995.80078125,290.175445556641,123.965087890625,538.01171875,429.824554443359,642.286987304688,13.0429592132568,24.8969173431396,105.262786865234,0,-16355.134,"Sep 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.297815421152758,0.00190615597743626,0,2,1,29.6078431372549,755,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,4237.34749650554,0
"2004-10-01","Chingola",470.759776536313,729.269714355469,734.552979720557,2004,10,537,2004,26639.4,1156.35,25483.05078125,260.935668945312,1.83489990234375,599.415222167969,459.064331054688,653.833557128906,18.4056396484375,23.361515045166,105.262786865234,0,-10462.43,"Oct 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0576375170957799,0.00514763102303947,0,2,1,45.3470588235294,1156.35,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,4237.34749650554,0
"2004-11-01","Chingola",517.784916201117,816.068786621094,817.164582140785,2004,11,538,2004,16140.2,3462.8,12677.400390625,211.228057861328,39.5379028320312,638.888916015625,508.771942138672,643.174743652344,26.4536476135254,21.0572662353516,105.262786865234,0,-14443.814,"Nov 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0383005444222938,0.0800246694454129,0,2,1,135.796078431373,3462.8,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,326.516652319711,0
"2004-12-01","Chingola",611.919925512104,685.495422363281,687.422854498416,2004,12,539,2004,1575.65,10303.85,-8728.2001953125,85.4970703125,111.342163085938,649.122802734375,634.5029296875,751.520935058594,31.3297481536865,19.6611747741699,105.262786865234,0,-16097.278,"Dec 2004",6.68527777777778,411.405,466,870,102,128,1128,1000,50,950,"2003",45,31,969.559059643184,25.8811812456078,204,10,498.184047175667,73.6322669168601,0,63249.5,49265.25,113604.88,0.0241633367143041,0.170687431294754,0,2,1,404.072549019608,10303.85,0.0445912859990504,-0.0064989420218662,0.00692523368570355,38794.4188191739,-252.122678677806,"2004",535.854687984947,5785.92036006277,0
"2005-01-01","Chingola",565.059842519685,615.961791992188,615.811648932478,2005,1,540,2004,0,8337.1,-8337.099609375,75.26318359375,7.90057373046875,654.970764160156,644.73681640625,758.857788085938,31.8057651519775,19.5248851776123,105.262786865234,0,-15557.498,"Jan 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.0111563570672315,0.188095457564663,0,2,1,326.945098039216,8337.1,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,1483.88619603432,0
"2005-02-01","Chingola",597.088976377953,490.769226074219,490.410520344293,2005,2,541,2004,0,0,0,77.6023559570312,13.74853515625,649.122802734375,642.397644042969,752.845764160156,31.8057651519775,19.5248851776123,105.262786865234,1,-7961.274,"Feb 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.00102618790908165,0.243890536556651,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,42.1474867994043,0
"2005-03-01","Chingola",597.088976377953,483.570495605469,480.291654613279,2005,3,542,2004,0,0,0,64.5419311523438,-58.2081909179688,721.079528808594,655.458068847656,733.142395019531,31.8057651519775,19.5248851776123,105.262786865234,1,-4344.716,"Mar 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.000200906659808482,0.244740732616785,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,42.1474867994043,0
"2005-04-01","Chingola",597.088976377953,479.286346435547,474.599939650571,2005,4,543,2004,0,0,0,165.175415039062,-57.888916015625,720.76025390625,554.824584960938,704.92041015625,31.8057651519775,19.5248851776123,105.262786865234,1,-2338.282,"Apr 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.000196985660459814,0.0241549095344685,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,42.1474867994043,0
"2005-05-01","Chingola",477.714173228346,481.895050048828,478.337983469003,2005,5,544,2005,0,0,0,-153.983764648438,10.0935668945312,652.777770996094,873.983764648438,699.354858398438,0,12.8052959442139,67.6610717773438,1,-209.697,"May 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0,0.0400225850449162,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,15842.4797200956,0
"2005-06-01","Chingola",477.714173228346,468.752624511719,466.251701083062,2005,6,545,2005,3647.95,0,3647.94995117188,127.894714355469,-17.6842041015625,680.555541992188,592.105285644531,866.510009765625,0,12.8052959442139,67.6610717773438,1,-82.492,"Jun 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.0212692827396094,0.00126235495194455,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,15842.4797200956,0
"2005-07-01","Chingola",477.714173228346,482.820770263672,476.718678174325,2005,7,546,2005,20471.05,0,20471.05078125,69.4152221679688,0.4931640625,662.378173828125,650.584777832031,798.619934082031,2.40766954421997,12.4969863891602,67.6610717773438,1,-225.562,"Jul 2005",6.68527777777778,411.405,750,1425,128,158,1558,1200,50,1150,"2004",45,31,652.749946906652,26.6291034512229,212,1,551.314304461942,60.9081697035395,0,107409,8337.1,-91743.532,0.190250408385449,6.75359899290332e-05,0,2,1,0,0,0.397225758678924,-0.0052832575374289,0.00692523368570355,566046.706117467,-2990.57052663191,"2005",603.581085958005,15842.4797200956,0
